Road,Slot,1TO2,BASELINE,DBSCAN,LIMITE,RANDOM,XMEANS,ERR_DBSCAN,ERR_XMEANS,ERR_1TO2,ERR_RAND,ERR_LIMITE
22959552#2_0,13,0.5200791786193082,0.5200390988017269,0.5158556412594986,0.3981330960679506,0.5476800928812389,0.5473449245500542,True,True,True,True,False
22959552#2_0,14,0.7333748902683748,0.7055681237810807,0.748554953887864,0.5017291495240201,0.7210893466724864,0.6675382279353226,True,True,True,True,False
22959552#2_0,15,0.7307564459429499,0.7036339697575797,0.6414755609966036,0.5578285311622656,0.7167755361100785,0.6955243266702791,True,True,True,True,False
22959552#2_0,16,0.8244521006666244,0.8250143423752891,0.8565849236788019,0.6388066041838091,0.8209928374485218,0.8421277099347976,True,True,True,True,False
22959552#2_0,17,0.8625856337228021,0.8524098094493134,0.8994220076980753,0.0,0.8720734394671141,0.904412752150868,True,True,True,True,False
23283470#0_0,1,0.4436651679463051,0.4564950357999982,0.5364467879584541,0.4564950357999982,0.4299435365817227,0.4489653974845399,True,True,True,True,True
23283470#0_0,2,0.668231120659195,0.7159708220512074,0.6280332905127516,0.3825176261464464,0.6770942960540134,0.6406908123145837,True,True,True,True,False
23283470#0_0,3,0.20814537089594604,0.20814537089594604,0.20814537089594606,0.20814537089594604,0.20814537089594604,0.20814537089594606,True,True,True,True,True
23283470#0_0,4,0.35493449944731575,0.3452842589549787,0.3255331273076919,0.3452842589549787,0.34543567714434414,0.32124856227407167,True,True,True,True,True
23283470#0_0,5,0.21955341733521175,0.2322554745615871,0.3148188465330267,0.2322554745615871,0.19414930288246107,0.2872977225425469,True,True,True,True,True
23283470#0_0,6,0.40148627251814895,0.4014862725181489,0.401486272518149,0.4014862725181489,0.40148627251814895,0.401486272518149,True,True,True,True,True
23283470#0_0,7,0.2974719259635462,0.277436291936785,0.26009759731724086,0.277436291936785,0.3051799211304635,0.3162756550055269,True,True,True,True,True
23283470#0_0,8,0.045252890389269024,0.045252890389269024,0.0,0.045252890389269024,0.04525289038926897,0.04525289038926892,True,True,True,True,True
23283470#1_0,1,0.2245459268240788,0.22169667475274757,0.20928483545796506,0.22169667475274757,0.2327815084903849,0.20928483545796506,True,True,True,True,True
23283470#1_0,2,0.4550600362714248,0.4465471249096125,0.5445536868541705,0.35137168538713154,0.4665011860566784,0.47533489663907413,True,True,True,True,True
23283470#1_0,3,0.5340706898180603,0.538321962252717,0.5380391624471305,0.0,0.5344589739998445,0.5476551542920518,True,True,True,True,False
23283470#1_0,4,0.38140726695606053,0.38140726695606064,0.3731849934846649,0.38140726695606064,0.38364970517553193,0.3814072669560605,True,True,True,True,True
23283470#2_0,1,0.4007077201630862,0.4007077201630862,0.4007077201630862,0.4007077201630862,0.4007077201630862,0.4007077201630862,True,True,True,True,True
23283470#2_0,2,0.7419705687799693,0.7243524587740977,0.7190948313382285,0.36645730220510014,0.74211834712808,0.7217173146997318,True,True,True,True,False
23283470#2_0,3,0.5526102521556422,0.5415088448500303,0.5400814864672236,0.49269988744319865,0.5183566156306375,0.528234860816503,True,True,True,True,True
23283470#2_0,4,0.39701416101129317,0.3414702429332612,0.28803208419513077,0.3414702429332612,0.2952382938723725,0.36889124208229346,True,True,True,True,True
23283470#2_0,5,0.44118004022088436,0.44470421350108913,0.448228386781294,0.44470421350108913,0.44387833914516167,0.44189624069093575,True,True,True,True,True
23283470#2_0,6,0.12511494162312572,0.12540391591940853,0.12916058177108464,0.12540391591940853,0.1264284611516838,0.12603002689468784,True,True,True,True,True
23283470#2_0,7,0.3164804811460157,0.262647772102213,0.2931052901696723,0.262647772102213,0.2619473207736682,0.25952859772434095,True,True,True,True,True
23283470#2_0,9,0.19169871561896334,0.2070485038944906,0.21574372921420124,0.2070485038944906,0.21176935626131432,0.18816249269361984,True,True,True,True,True
23283470#2_0,10,0.3210974618551388,0.3210974618551389,0.3210974618551388,0.3210974618551389,0.3210974618551388,0.3210974618551388,True,True,True,True,True
23283470#2_0,11,0.32522008048582246,0.32426612304595004,0.33060389373715404,0.32426612304595004,0.3363171062108888,0.31586386427397195,True,True,True,True,True
23283470#2_0,13,0.45812758952230553,0.46062736650124575,0.46032406572662704,0.46062736650124575,0.4597402904542814,0.456190825996583,True,True,True,True,True
23283470#2_0,14,0.5907346205970042,0.5875724956111659,0.5865573643205954,0.5875724956111659,0.5887326456575321,0.589664598352838,True,True,True,True,True
23283470#2_0,15,0.6808427702057098,0.6890345823200377,0.6894151776831466,0.6362128931503351,0.7097704806336411,0.6969505959851298,True,True,True,True,True
23283470#2_0,16,0.7262584196445265,0.7536055785887339,0.7550965756447052,0.6386814334141719,0.7491041227507915,0.7528354385378636,True,True,True,True,False
23283470#3_0,1,0.6553805408943679,0.6553805408943678,0.6553805408943679,0.6553805408943678,0.6553805408943679,0.6553805408943679,True,True,True,True,True
23283470#3_0,3,0.5801993085520598,0.5801993085520598,0.5801993085520598,0.5801993085520598,0.5801993085520598,0.5801993085520598,True,True,True,True,True
23283470#3_0,6,0.5053852433422742,0.5053852433422742,0.5053852433422743,0.5053852433422742,0.5053852433422743,0.5053852433422743,True,True,True,True,True
23283470#3_0,9,0.4387383896561194,0.4387383896561194,0.43873838965611933,0.4387383896561194,0.43873838965611933,0.43873838965611933,True,True,True,True,True
23283470#3_0,12,0.3717040542624869,0.37170405426248687,0.3717040542624869,0.37170405426248687,0.3717040542624869,0.3717040542624869,True,True,True,True,True
23283470#3_0,15,0.29385785064273057,0.29385785064273057,0.29385785064273057,0.29385785064273057,0.29385785064273057,0.29385785064273057,True,True,True,True,True
23283470#3_0,19,0.22921235878548932,0.22921235878548935,0.22921235878548937,0.22921235878548935,0.22921235878548937,0.22921235878548935,True,True,True,True,True
23283470#3_0,24,0.15052723845925234,0.15052723845925237,0.15052723845925234,0.15052723845925237,0.15052723845925234,0.15052723845925234,True,True,True,True,True
23283470#3_0,28,0.07933593911646654,0.07933593911646654,0.07933593911646654,0.07933593911646654,0.07933593911646654,0.07933593911646654,True,True,True,True,True
23283470#3_0,34,1.3365160800396134e-16,1.3365160800396134e-16,0.0,1.3365160800396134e-16,1.3365160800396134e-16,0.0,True,True,True,True,True
23647118_0,2,0.883863348926054,0.878600703892281,0.7975744997212069,0.0,0.8857593774403171,0.7975744997212069,True,True,True,True,False
23647118_0,3,0.7012912252442022,0.7012912252442022,0.701291225244202,0.7012912252442022,0.7012912252442021,0.7012912252442021,True,True,True,True,True
23647118_0,5,0.6080973917353323,0.6080973917353323,0.6080973917353324,0.6080973917353323,0.6080973917353324,0.6080973917353324,True,True,True,True,True
23647118_0,6,0.5036614831794807,0.5036614831794807,0.5036614831794808,0.5036614831794807,0.5036614831794807,0.5036614831794808,True,True,True,True,True
23647118_0,9,0.40076513227185423,0.4007651322718543,0.4007651322718543,0.4007651322718543,0.40076513227185423,0.40076513227185434,True,True,True,True,True
23647118_0,11,0.3040910311215744,0.3040910311215744,0.30409103112157443,0.3040910311215744,0.30409103112157443,0.30409103112157443,True,True,True,True,True
23647118_0,14,0.2065908762364992,0.2065908762364992,0.2065908762364992,0.2065908762364992,0.2065908762364992,0.2065908762364992,True,True,True,True,True
23647118_0,17,0.1059000888007764,0.10590008880077639,0.1059000888007764,0.10590008880077639,0.1059000888007764,0.1059000888007764,True,True,True,True,True
23647118_0,21,-1.8342077518950198e-16,-1.8342077518950198e-16,-1.8342077518950198e-16,-1.8342077518950198e-16,0.0,0.0,True,True,True,True,True
23647118_0,25,0.1448123825454846,0.1448123825454846,0.1448123825454846,0.1448123825454846,0.1448123825454846,0.1448123825454846,True,True,True,True,True
23647118_0,28,0.3231780352311917,0.3231780352311917,0.3231780352311917,0.3231780352311917,0.3231780352311917,0.3231780352311917,True,True,True,True,True
23647118_0,30,0.4908173801705801,0.4908173801705801,0.49081738017058,0.4908173801705801,0.49081738017058013,0.4908173801705801,True,True,True,True,True
23647118_0,31,0.6471903847345271,0.6471903847345271,0.6471903847345271,0.6471903847345271,0.6471903847345271,0.6471903847345271,True,True,True,True,True
23647118_0,32,0.7803739958284286,0.7803739958284286,0.7803739958284286,0.0,0.7803739958284286,0.7803739958284286,True,True,True,True,False
23647118_0,33,0.7832579559300331,0.7832579559300331,0.7832579559300332,0.0,0.7832579559300332,0.7832579559300332,True,True,True,True,False
23647126_0,2,0.8905679367294697,0.8934878530029021,0.8827233978153023,0.0,0.8887208827066032,0.8852601770022087,True,True,True,True,False
23647126_0,3,0.0,0.735025257021827,0.0,0.735025257021827,0.735025257021827,0.7350252570218269,False,True,False,True,True
23647126_0,5,0.6396024479161786,0.6396024479161786,0.6109278726008965,0.6396024479161786,0.6396024479161786,0.6396024479161786,True,True,True,True,True
23647126_0,6,0.5474016663074139,0.5474016663074138,0.5113912524408382,0.5474016663074138,0.5474016663074139,0.5474016663074139,True,True,True,True,True
23647126_0,9,0.4444017506536834,0.4444017506536834,0.4001962787968312,0.4444017506536834,0.44440175065368337,0.4444017506536834,True,True,True,True,True
23647126_0,11,0.35425901802198617,0.35425901802198617,0.3028814536771923,0.35425901802198617,0.3542590180219862,0.3542590180219862,True,True,True,True,True
23647126_0,14,0.269116144813173,0.269116144813173,0.2109642954704115,0.269116144813173,0.26911614481317303,0.269116144813173,True,True,True,True,True
23647126_0,17,0.16899712285502733,0.16899712285502733,0.10287943018444136,0.16899712285502733,0.1689971228550274,0.0,True,False,True,True,True
23647126_0,21,0.07369989597293414,0.07369989597293417,0.0,0.07369989597293417,0.0736998959729341,0.0736998959729341,True,True,True,True,True
23647126_0,29,0.17242720448347268,0.17242720448347268,0.10658242191847343,0.17242720448347268,0.17242720448347268,0.17242720448347268,True,True,True,True,True
23647126_0,32,0.3425583160735873,0.3425583160735873,0.2902498001800909,0.3425583160735873,0.3425583160735873,0.3425583160735873,True,True,True,True,True
23647126_0,35,0.4965511747560986,0.49655117475609867,0.4564949058569998,0.49655117475609867,0.4965511747560986,0.4965511747560986,True,True,True,True,True
23647126_0,37,0.6429434973712079,0.642943497371208,0.6145347484292638,0.642943497371208,0.642943497371208,0.6429434973712079,True,True,True,True,True
23647126_0,38,0.7681756839076691,0.7681756839076691,0.7497308754641386,0.0,0.7681756839076689,0.768175683907669,True,True,True,True,False
23647126_0,39,0.8040495581192656,0.8040495581192657,0.7884590090956,0.0,0.8040495581192656,0.8040495581192657,True,True,True,True,False
23840712#2_0,1,0.5141811697839856,0.14541256302702635,0.2634058129420048,1.3390034865894758e-16,0.22981808758802424,0.5268116258840095,False,False,False,True,False
23840712#2_0,2,0.548315667706779,0.5552373972010332,0.46971808094308887,0.02599828436952107,0.4880990241050462,0.35707133664470553,True,False,True,True,False
23840712#3_0,1,0.36789819784005834,0.14145715877180418,0.18844148507972364,1.748152152570675e-16,0.1140891604847391,0.17529363074340398,True,True,False,True,False
23840712#4_0,1,0.5799324485583741,0.5844518080225453,0.5484906718898236,0.5844518080225453,0.5939689144991206,0.5629856773851363,True,True,True,True,True
23840712#4_0,2,0.6443135025204422,0.6954353291204052,0.6427515114719432,0.531168269533689,0.6616534182477601,0.6018134009058389,True,True,True,True,False
23840712#4_0,3,0.4820738907030241,0.49150819381039385,0.5157748480051165,0.49150819381039385,0.4756370044452141,0.4611101540427611,True,True,True,True,True
23840712#4_0,4,0.43127742038086736,0.41912099116179713,0.3754750464687758,0.41912099116179713,0.4328982776100765,0.3539496893281559,True,True,True,True,True
23840712#4_0,5,0.3826350373591514,0.38750007159918204,0.40102066641191253,0.38750007159918204,0.40024643136658616,0.36701487407606526,True,True,True,True,True
23840712#4_0,6,0.31738661663683004,0.3120120515743228,0.29341919802544625,0.3120120515743228,0.3120120515743228,0.23228821469514077,True,True,True,True,True
23840712#4_0,7,0.3769908868561086,0.3629310986751289,0.38129122789433123,0.3629310986751289,0.35542069116876085,0.3671768909905612,True,True,True,True,True
23840712#4_0,8,0.3520583332856007,0.35205833328560077,0.2913682179526533,0.35205833328560077,0.38536636089777015,0.2519047052264285,True,False,True,True,True
23840712#4_0,9,0.48056723486947406,0.4444590824994412,0.36365090949335244,0.4444590824994412,0.43914530942620755,0.3934281770666934,True,True,True,True,True
23840712#4_0,10,0.3667201273892648,0.47980998531739466,0.6174911723495646,0.47980998531739466,0.4429348791119413,0.4929271256836079,False,True,False,True,True
23840712#4_0,11,0.46292730126665843,0.4757063402507689,0.4932030693704022,0.4757063402507689,0.46176553272655413,0.4907285343490091,True,True,True,True,True
23840712#4_0,12,0.6679613708092998,0.6746355601633606,0.6405103018837194,0.6746355601633606,0.6746355601633606,0.6472882549665882,True,True,True,True,True
23840712#4_0,13,0.7382322611914774,0.750004653572518,0.7204914197161397,0.7104277048738996,0.7428689979733716,0.7332583072952739,True,True,True,True,True
23840712#4_0,14,-2.0349711477065354e-16,-2.0349711477065354e-16,0.0,-2.0349711477065354e-16,0.0,0.0,True,True,True,True,True
23840887#0_0,1,0.3780916589149545,0.3771787317288655,0.3757541662545568,0.3771787317288655,0.3873383359113535,0.3929010227540648,True,True,True,True,True
23840887#0_0,2,0.2939348853826088,0.29197292756229737,0.2937873069901195,0.29197292756229737,0.29197292756229737,0.291704302670533,True,True,True,True,True
23840887#0_0,3,0.1787396171048583,0.1767517807700499,0.17675178077004985,0.1767517807700499,0.17449889959060028,0.18050658273579914,True,True,True,True,True
23840887#0_0,4,0.13959817308374942,0.13959817308374928,0.14596463965207604,0.13959817308374928,0.13965043266993235,0.131644676406491,True,True,True,True,True
23840887#0_0,5,0.018845003983560867,0.018845003983560902,0.01884500398356085,0.018845003983560902,0.018845003983560867,0.01884500398356085,True,True,True,True,True
23840887#0_0,6,0.046940283398148375,0.050818465518988505,0.052769122626187735,0.050818465518988505,0.04355018103509474,0.0342491579304415,True,True,True,True,True
23840887#0_0,7,0.029210150586490555,0.029210150586490558,0.03565221278262897,0.029210150586490558,0.0300886136132367,0.027277531927649028,True,True,True,True,True
23840887#1_0,1,0.23226050426911468,0.23226050426911474,0.23226050426911474,0.23226050426911474,0.22046822237914881,0.2267882230641102,True,True,True,True,True
23840887#1_0,2,0.38897212235988954,0.38897212235988954,0.3811359162012369,0.38897212235988954,0.38256068095735557,0.39904724456387164,True,True,True,True,True
23840887#1_0,3,0.4952093497892192,0.48214042108786753,0.5087130665404123,0.4510402042029636,0.5271191253376528,0.4831668499666063,True,True,True,True,True
23840887#1_0,4,0.675797034815629,0.6772208713464934,0.679472586452248,0.5873298773833218,0.678153630535979,0.6738422834948962,True,True,True,True,True
23840887#1_0,5,0.5438598451365672,0.544694100276048,0.546863163638698,0.544694100276048,0.5462434312493695,0.542525036913398,True,True,True,True,True
23840887#2_0,1,0.5378731182568194,0.5249821374087078,0.5173782736819337,0.5249821374087078,0.5150530697871277,0.5088140433147209,True,True,True,True,True
23840887#2_0,2,0.7343159624128769,0.6259132172103651,0.6364033401836757,0.4682569200644214,0.6257857891652986,0.5792542097039993,True,True,False,True,False
23840887#2_0,3,0.4652031261299381,0.4662453508985365,0.49381906806739084,0.4662453508985365,0.4444003190162252,0.4832352615000603,True,True,True,True,True
23840887#2_0,4,0.3827813235578538,0.367060609220573,0.33507414745553016,0.367060609220573,0.37056959458676575,0.3865051474608637,True,True,True,True,True
23840887#2_0,5,0.4564942247885286,0.3930401551052252,0.3959898241162363,0.3930401551052252,0.37471420731700894,0.3966705169649311,True,True,True,True,True
23840887#2_0,6,0.2588299133712599,0.24753785903808495,0.24144526708918937,0.24753785903808495,0.2298548592041588,0.25430504542569604,True,True,True,True,True
23840887#2_0,7,0.34622470233718455,0.34025629439095323,0.34025629439095323,0.34025629439095323,0.32917210820509507,0.32473843373075184,True,True,True,True,True
23840887#2_0,8,0.2197214594412967,0.2197214594412967,0.21972145944129667,0.2197214594412967,0.2100857983709316,0.20366202432402156,True,True,True,True,True
23840887#2_0,9,0.1675665550496096,0.1505179185929297,0.18853949016624105,0.1505179185929297,0.14187879700758135,0.16392113810776254,True,True,True,True,True
23840887#2_0,10,0.1491593961092379,0.1491593961092379,0.1491593961092379,0.1491593961092379,0.1491593961092379,0.14915939610923787,True,True,True,True,True
23840887#2_0,11,0.12191719897931434,0.11836815090317114,0.11902725983159776,0.11836815090317114,0.11836815090317111,0.12759567590114348,True,True,True,True,True
23840887#2_0,12,0.08556970704441516,0.09723318806011973,0.10711180566015627,0.09723318806011973,0.10209484746312569,0.03186300068360605,True,True,True,True,True
23840887#4_0,1,0.4596487480880265,0.4596487480880266,0.3163955074592389,0.4596487480880266,0.4596487480880265,0.3729346153077338,False,True,True,True,True
23840887#4_0,2,0.34275431982381066,0.34203998952720854,0.16248632581816286,0.34203998952720854,0.3428495638633576,0.23551282307553922,False,False,True,True,True
23840887#4_0,3,0.3764589563036558,0.3764589563036558,0.2111511590912062,0.3764589563036558,0.3764589563036558,0.2763947468367081,False,False,True,True,True
23840887#4_0,4,0.35885502073888287,0.35885502073888287,0.21742537492318484,0.35885502073888287,0.3554363308149359,0.25506526158414133,False,False,True,True,True
23840887#4_0,6,0.2741771928217607,0.27347593324973474,0.07583886474872199,0.27347593324973474,0.27303439944512575,0.15842245187598697,False,False,True,True,True
23840887#4_0,7,0.30859940194849034,0.30859940194849034,0.1253012678309152,0.30859940194849034,0.30859940194849034,0.1976452715533612,False,False,True,True,True
23840887#4_0,8,0.2830250347944715,0.29225805784839265,0.11630845031750255,0.29225805784839265,0.2950989880188298,0.17868151198352888,False,False,True,True,True
23840887#4_0,10,0.20825352423211005,0.20825352423211002,0.0,0.20825352423211002,0.20825352423211005,0.08119615407679848,False,False,True,True,True
23840887#4_0,11,0.2361269963758629,0.2970224889415591,0.11065518398584419,0.2970224889415591,0.297022488941559,0.2548783656825314,False,True,True,True,True
23840887#4_0,12,0.23552412187022007,0.23552412187021998,0.06570580569804793,0.23552412187021998,0.2355241218702201,0.10196071898952343,False,False,True,True,True
23840887#4_0,15,0.25244409299584375,0.3058583325295008,0.27761530985369176,0.3058583325295008,0.30243182350590475,0.28915952052558286,True,True,True,True,True
23840887#4_0,16,0.0,0.3424086042249445,0.16807367278717966,0.3424086042249445,0.3424086042249445,0.2368800847542327,False,False,False,True,True
23840887#4_0,17,0.3375167082362993,0.3375167082362993,0.16188487973257445,0.3375167082362993,0.3375167082362993,0.23120315029883864,False,False,True,True,True
23840887#4_0,18,0.4384137855006959,0.48062016839146204,0.34292668895213274,0.48062016839146204,0.47678322449230137,0.38094495639021586,False,True,True,True,True
23840887#4_0,19,0.0,0.433232509749342,0.28297602496437096,0.433232509749342,0.433232509749342,0.34227916924860585,False,True,False,True,True
23840887#4_0,20,0.26554727225123675,0.3811613774476706,0.4253168124519678,0.3811613774476706,0.35712245215958927,0.44287824574729645,True,True,False,True,True
23840887#4_0,21,0.5128842894348827,0.5128842894348827,0.3837443941302349,0.5128842894348827,0.5128842894348827,0.4347132548423852,False,True,True,True,True
23840887#4_0,22,0.6929036503190068,0.6237293127919635,0.5114737981818397,0.6237293127919635,0.6237293127919635,0.5365879758263871,False,True,True,True,True
23840887#4_0,23,0.5841268310159986,0.5841268310159986,0.4738741408691332,0.5841268310159986,0.5841268310159986,0.5173886101505187,False,True,True,True,True
23840887#4_0,24,0.6954629387203903,0.6871534907008044,0.5842656909874611,0.6871534907008044,0.6883405547036023,0.6408058848221959,False,True,True,True,True
23840887#4_0,25,0.7375024512479899,0.7409443081756671,0.6722657084206811,0.7409443081756671,0.7473363281842108,0.751296299998001,True,True,True,True,True
23840887#4_0,26,0.6911348580970025,0.7015540225666109,0.7101359087116147,0.7015540225666109,0.7391153837825283,0.7368073534735687,True,True,True,True,True
23840887#4_0,27,0.8578520417094737,0.8581711026746959,0.8147072453914554,0.0,0.8627473779945184,0.8355391851363225,True,True,True,True,False
23840887#4_0,28,0.8221275241121867,0.82176497540272,0.7766582312711702,0.8102563307564754,0.8282992953258279,0.7982991729920387,True,True,True,True,True
23840888#0_0,2,0.7488373948707318,0.7631091130776338,0.7420076589138088,0.0,0.6958626715872326,0.738476740631728,True,True,True,True,False
23840888#0_0,3,0.40837288873066724,0.40837288873066724,0.40837288873066724,0.40837288873066724,0.40837288873066724,0.40837288873066724,True,True,True,True,True
23840888#0_0,5,0.19350203710296257,0.19350203710296257,0.19350203710296263,0.19350203710296257,0.1935020371029626,0.19350203710296263,True,True,True,True,True
23840888#0_0,7,0.0,1.7566125147346334e-16,0.0,1.7566125147346334e-16,0.0,0.0,True,True,True,True,True
23840888#0_0,9,0.1670592539852062,0.1670592539852062,0.16705925398520616,0.1670592539852062,0.16705925398520619,0.16705925398520616,True,True,True,True,True
23840888#0_0,10,0.44900320398718396,0.44900320398718396,0.449003203987184,0.44900320398718396,0.449003203987184,0.449003203987184,True,True,True,True,True
23840888#0_0,11,0.6371435069815278,0.6371435069815278,0.6371435069815277,0.0,0.6371435069815277,0.6371435069815277,True,True,True,True,False
23840888#1_0,1,0.0,0.3567681677473147,0.0,0.3567681677473147,0.35676816774731474,0.0,False,False,False,True,True
23840888#1_0,2,0.6468410577393403,0.5180940940295067,0.3052164521683402,0.2456391197523527,0.585287025854918,0.6339174579834108,False,False,False,True,False
23840888#1_0,3,0.36607493486124315,0.5668740742054796,0.3679253953131958,0.5503898315608342,0.56687407420548,0.3644888259024266,False,False,False,True,True
23840888#1_0,4,0.5766037385926728,0.5911835190257297,0.5449765265282943,-1.0504057023917655e-16,0.6204097854496936,0.5897691942728394,True,True,True,True,False
23840935_0,3,0.2592682090296833,0.2592682090296831,0.21471179334321366,0.2592682090296831,0.26154703599593226,0.24939329217593745,True,True,True,True,True
23840935_0,6,0.0,0.20887768146669985,0.15811019311168614,0.20887768146669985,0.20887768146669985,0.20887768146669985,True,True,False,True,True
23840935_0,7,0.14698958593165376,0.14698958593165382,0.092250647023691,0.14698958593165382,0.1469895859316538,0.1469895859316538,True,True,True,True,True
23840935_0,11,0.0,0.13111514716887,0.07535752206516677,0.13111514716887,0.13111514716886988,0.13111514716886993,True,True,False,True,True
23840935_0,12,0.07550589299077065,0.07550589299077058,0.016179739863295375,0.07550589299077058,0.07550589299077065,0.07550589299077069,True,True,True,True,True
23840935_0,15,0.060301820902968324,0.06030182090296833,0.0,0.06030182090296833,0.060301820902968324,0.060301820902968324,True,True,True,True,True
23840935_0,17,1.384663288382585e-16,1.384663288382585e-16,0.0,1.384663288382585e-16,1.384663288382585e-16,0.0,True,True,True,True,True
28675493#0_0,2,0.8488716345504052,0.7375634983032842,0.7342565286907088,0.4971596002219635,0.7176106988947499,0.6715689435660566,True,True,False,True,False
28675493#0_0,3,0.6500777481691068,0.6500777481691068,0.490281577544857,0.6500777481691068,0.6500777481691069,0.490281577544857,False,False,True,True,True
28675493#0_0,4,0.3764596837631334,0.3764596837631334,0.0,0.3764596837631334,0.3764596837631334,0.09171255995736356,False,False,True,True,True
28675493#0_0,5,0.5378953723070169,0.5378953723070169,0.3268697814887191,0.5378953723070169,0.5378953723070169,0.3268697814887191,False,False,True,True,True
28675493#0_0,6,0.3557350887620447,0.3400579909873103,0.16809291170723037,0.3400579909873103,0.3527489749001905,0.16809291170723029,False,False,True,True,True
28675493#0_0,8,0.3134989115256326,0.3134989115256327,-1.577861822171123e-16,0.3134989115256327,0.3134989115256326,0.0,False,False,True,True,True
28675493#0_0,9,0.12612277503033706,0.12612277503033706,0.0,0.12612277503033706,0.12612277503033706,0.0,False,False,True,True,True
28675493#0_0,11,0.3728802190364106,0.3728802190364106,0.0864984899626931,0.3728802190364106,0.3728802190364106,0.0864984899626931,False,False,True,True,True
28675493#0_0,12,0.5649212456781165,0.5649212456781164,0.3662373423343401,0.5649212456781164,0.5649212456781165,0.36623734233434,False,False,True,True,True
28675493#0_0,14,0.7248129470519724,0.7248129470519726,0.5991454965357967,0.0,0.7248129470519724,0.5991454965357967,False,False,True,True,False
28675493#2_0,1,-1.3302237407724912e-16,-1.3302237407724912e-16,0.0,-1.3302237407724912e-16,0.0,0.0,True,True,True,True,True
28691861_0,1,0.6049766880533375,0.6056989020946698,0.5725498824114955,0.6056989020946698,0.6045827531217015,0.6056989020946698,True,True,True,True,True
28691861_0,2,0.8779980096525734,0.8876942292228638,0.8469338818050124,0.0,0.8896192898734278,0.8495299464090393,True,True,True,True,False
28691861_0,3,0.5760992592151893,0.5853174802943001,0.5707605512404064,0.5853174802943001,0.585675973767431,0.5785881916826463,True,True,True,True,True
28691861_0,5,0.4799762260128571,0.4944796581650325,0.4294387119705153,0.4944796581650325,0.5057845356828913,0.445579683946052,True,True,True,True,True
28691861_0,7,0.5405318822737947,0.5405318822737947,0.5036215940947003,0.5405318822737947,0.5405318822737945,0.5405318822737945,True,True,True,True,True
28691861_0,8,0.333418380189193,0.3325888873125346,0.2753894758700477,0.3325888873125346,0.3323336587351013,0.3325888873125346,True,True,True,True,True
28691861_0,9,0.452612502116637,0.45261250211663695,0.4086394177762176,0.45261250211663695,0.452612502116637,0.452612502116637,True,True,True,True,True
28691861_0,11,0.2761366912730485,0.28013137641662134,0.21613730061809006,0.28013137641662134,0.2921908680271113,0.28314632732797834,True,True,True,True,True
28691861_0,14,0.16198565721006652,0.2190135785123588,0.12987096459772585,0.2190135785123588,0.20000427141159471,0.21901357851235886,True,True,True,True,True
28691861_0,15,0.2993176419977392,0.2993176419977392,0.24302997641637705,0.2993176419977392,0.2993176419977392,0.2993176419977392,True,True,True,True,True
28691861_0,17,0.4186829430917722,0.4155953813836629,0.3455218309197613,0.4155953813836629,0.4119464448195336,0.4155953813836628,True,True,True,True,True
28691861_0,18,0.07435917384797743,0.07435917384797743,0.0,0.07435917384797743,0.07435917384797743,0.07435917384797744,True,True,True,True,True
28691861_0,19,0.6046900099310318,0.6046900099310318,0.5729337137037165,0.6046900099310318,0.604690009931032,0.604690009931032,True,True,True,True,True
28691861_0,20,0.5280151207970453,0.5280151207970453,0.4900993280892321,0.5280151207970453,0.5280151207970454,0.5280151207970454,True,True,True,True,True
28691861_0,21,0.7141130490098714,0.7141130490098714,0.6911469946949209,0.7141130490098714,0.7141130490098716,0.7141130490098716,True,True,True,True,True
28691861_0,22,0.7073037969915414,0.7044518024594174,0.6726987674219689,0.7044518024594174,0.6991552411854737,0.6859138380006132,True,True,True,True,True
28691861_0,23,0.6976886874801156,0.7143605702511543,0.7910588839080895,1.6259038286189919e-16,0.8058855949713135,0.6917007998218211,True,True,True,True,False
28691861_0,24,0.9735307434037893,0.96962867159493,0.9708755142728102,0.7614785796336045,0.9764866701368422,0.9804961832081452,True,True,True,True,False
290365598#0_0,1,0.43436352506737796,0.431470209302505,0.4316162294128828,0.431470209302505,0.4281835035452857,0.43319242252412804,True,True,True,True,True
290365598#0_0,2,0.29501192844115215,0.2923017875189977,0.2769443222934555,0.2923017875189977,0.29537328056410606,0.3008337126442988,True,True,True,True,True
290365598#0_0,3,0.2699277123305638,0.2699277123305638,0.27174115305390334,0.2699277123305638,0.26783528072671037,0.27219451323473826,True,True,True,True,True
290365598#0_0,4,0.1518640438722832,0.15159966363475047,0.1481627205468249,0.15159966363475047,0.15091227501716536,0.1511086717650468,True,True,True,True,True
290365598#0_0,5,0.10411507394635128,0.1041150739463513,0.10422050953677775,0.1041150739463513,0.10413264654475567,0.10414670462347919,True,True,True,True,True
290365598#0_0,7,0.006610040039808416,0.005901821464114731,0.0,0.005901821464114731,0.00944291434258334,0.009442914342583295,True,True,True,True,True
290365598#1_0,1,0.36418223612113426,0.39014895144336764,0.0,0.39014895144336764,0.39014895144336775,0.0,False,False,True,True,True
290365598#1_0,2,0.3504419141296697,0.24251781777162496,0.3635245859611342,0.24251781777162496,0.29293730451725375,0.192098331025996,False,True,False,True,True
290365598#1_0,3,0.5862488031055577,0.47940239963082587,0.4659864828487925,0.47940239963082587,0.5517215758015249,0.4970522483720453,True,True,False,True,True
