Cut,Slot,Id,Road,PosX,PosY,STime,Timer,Velo,QtdBcn,Media,Classe,Descricao,Clusteres,ClusterLOS,RoadTag
3,4,23,23840888#1_0,218.598,507.45,35.660214540088,1594162049.9261386,2.93416,1,3.3156600000000003,0.5708172394867919,Approaching unstable-flow,11,0.0,23
4,4,23,23840888#1_0,218.598,507.45,35.760213915331,1594162050.7776942,2.93416,1,3.23936,0.580693597324193,Approaching unstable-flow,11,0.0,23
5,4,23,23840888#1_0,218.521,505.441,36.160221123961,1594162054.5025682,1.42341,1,2.9367016666666665,0.619870032481093,Unstable-flow,9,0.0,23
6,4,23,23840888#1_0,218.521,505.441,36.360216689151,1594162055.9569936,1.42341,1,2.720517142857143,0.6478532004503071,Unstable-flow,9,0.0,23
7,4,23,23840888#1_0,218.521,505.441,36.460220971746,1594162056.6444387,1.42341,1,2.55837875,0.6688405764272178,Unstable-flow,9,0.0,23
8,4,23,23840888#1_0,218.521,505.441,36.760220819531,1594162058.6851542,1.42341,1,2.4322711111111115,0.6851640910759261,Unstable-flow,9,0.0,23
1,3,23,23840935_0,293.377,513.153,45.360212000617,1594162123.9080036,18.2453,1,18.2453,0.24326016988519472,Reasonably Free-flow,7,0.0,23
0,3,23,23840935_0,293.377,513.153,45.860215293667,1594162126.854755,18.2453,1,18.2453,0.24326016988519472,Reasonably Free-flow,7,0.0,23
1,3,9,23840935_0,293.653,514.993,88.427732573123,1594162259.6510136,19.7655,1,19.0054,0.211734355298958,Reasonably Free-flow,2,0.0,23
2,3,9,23840935_0,293.653,514.993,88.527737205706,1594162259.7659297,19.7655,1,19.25876666666667,0.20122575043687907,Reasonably Free-flow,2,0.0,23
3,3,9,23840935_0,293.653,514.993,88.827738103455,1594162260.1805341,19.7655,1,19.385450000000002,0.19597144800583965,Reasonably Free-flow,2,0.0,23
4,3,9,23840935_0,293.653,514.993,88.927742736038,1594162260.3075402,19.7655,1,19.461460000000002,0.192818866547216,Reasonably Free-flow,2,0.0,23
1,6,23,23840935_0,296.252,532.307,46.06021405242,1594162128.2595544,20.2983,1,20.2983,0.15811019311168614,Free-flow,7,0.0,23
2,6,23,23840935_0,296.252,532.307,46.36022150467,1594162130.4346917,20.2983,1,20.2983,0.15811019311168614,Free-flow,7,0.0,23
3,6,23,23840935_0,296.252,532.307,46.56021780617,1594162131.5019236,20.2983,1,20.2983,0.15811019311168614,Free-flow,10,0.0,23
4,6,23,23840935_0,296.252,532.307,46.76021410767,1594162132.7802231,20.2983,1,20.2983,0.15811019311168614,Free-flow,10,0.0,23
1,7,9,23840935_0,296.758,535.681,89.527742044475,1594162260.9934254,21.8862,1,21.8862,0.09225064702369101,Free-flow,2,0.0,23
2,7,9,23840935_0,296.758,535.681,89.727737500747,1594162261.1310701,21.8862,1,21.8862,0.09225064702369101,Free-flow,2,0.0,23
3,7,9,23840935_0,296.758,535.681,89.827735228883,1594162261.2353294,21.8862,1,21.8862,0.09225064702369101,Free-flow,2,0.0,23
1,11,23,23840935_0,299.438,553.531,47.660216926574,1594162138.5923219,22.2935,1,22.2935,0.07535752206516677,Free-flow,10,0.0,23
2,11,23,23840935_0,299.438,553.531,47.960211608648,1594162140.705385,22.2935,1,22.2935,0.07535752206516677,Free-flow,10,0.0,23
1,12,9,23840935_0,300.16,558.345,90.127741653448,1594162261.5295584,23.7203,1,23.7203,0.016179739863295375,Free-flow,2,0.0,23
1,15,23,23840935_0,302.892,576.543,48.660218519829,1594162145.5188484,24.1104,1,24.1104,0.0,Free-flow,9,0.0,23
2,15,23,23840935_0,302.892,576.543,48.760222123592,1594162146.078298,24.1104,1,24.1104,0.0,Free-flow,9,0.0,23
3,15,23,23840935_0,302.892,576.543,48.860212727355,1594162146.5957115,24.1104,1,24.1104,0.0,Free-flow,9,0.0,23
