Download,Upload,Tempo,Bytes
2508.555023923445,1518.8516746411483,1586402418.3834193,0.302734375
63.59643115614471,57.370890006283574,1586402420.3998182,116.197265625
66.51536362321555,50.987197257266416,1586402422.4096317,218.740234375
74.10642133129707,52.63435643542037,1586402424.4194632,324.509765625
74.15968488994987,48.44458156970189,1586402426.431389,421.9921875
85.70633345455818,55.81302500692643,1586402428.4360151,534.140625
77.62623465526222,47.04416572911439,1586402430.4452934,628.451171875
85.21395098329418,51.12633287244473,1586402432.4597356,731.359375
91.0181647332422,54.66926840880958,1586402434.4707136,841.30078125
104.05115490165237,60.66366305482876,1586402436.4785864,963.50390625
89.11433636467848,50.89005297362449,1586402438.4826274,1065.537109375
102.47547794462892,56.38676562285951,1586402440.4981499,1178.490234375
116.49230564035476,62.936299031101655,1586402442.5036912,1305.392578125
104.24923393207843,55.19240426931005,1586402444.5099802,1416.03515625
121.95973842489519,62.37781129720294,1586402446.515576,1541.18359375
118.63751777185746,59.13194040771046,1586402448.524752,1659.87890625
128.19167124281125,62.76756302146097,1586402450.5309005,1786.0
100.74230315453788,48.29132588326514,1586402452.5415423,1882.787109375
123.1040135604185,57.442388022325936,1586402454.5482764,1998.29296875
121.45533848879559,56.798545851105665,1586402456.5642555,2112.583984375
131.41745162053465,60.224863023420866,1586402458.5765824,2233.97265625
147.17207870071786,64.59897319545301,1586402460.5881274,2363.763671875
136.25554578497798,58.427241187703025,1586402462.59129,2481.1640625
131.16050285574988,55.41520641577204,1586402464.5962985,2592.162109375
126.76486321790905,51.790059183558206,1586402466.6082108,2696.009765625
157.26237358028268,65.69105449110529,1586402468.6171257,2828.212890625
136.0750973858757,56.12856168625766,1586402470.622606,2941.083984375
152.9939293704015,62.888125336101396,1586402472.6293015,3067.025390625
165.41159312938305,66.40077822537381,1586402474.6409502,3200.26171875
140.32011747847878,55.11553267038385,1586402476.660061,3311.150390625
101.06509652162238,38.690036519971564,1586402478.669,3389.267578125
124.10963323767271,48.31709001830132,1586402480.67462,3486.328125
107.98860268321042,40.80442270456346,1586402482.680465,3568.2001953125
131.34869619507407,49.44912714326947,1586402484.6896417,3667.3759765625
102.6115993804598,38.11414392059553,1586402486.6939282,3743.9287109375
97.9245899030118,34.87099046248451,1586402488.7014177,3813.8193359375
126.24912889565593,45.33067623204132,1586402490.7106872,3904.8330078125
138.95377964287925,50.56019639575624,1586402492.7260964,4006.4169921875
132.89044948803385,47.02378799357857,1586402494.7392282,4101.2138671875
113.28935631480479,40.343717974096506,1586402496.7455873,4182.4091796875
103.17182346362023,35.88927998144304,1586402498.7509236,4254.4150390625
124.11789165102576,43.088014963906424,1586402500.755284,4340.8173828125
126.88030207486172,44.02819701564537,1586402502.762498,4429.0771484375
97.63495995999561,33.71303879960242,1586402504.7712002,4496.7802734375
128.95343767568113,43.62700681089016,1586402506.7762403,4584.3505859375
113.53237112657021,37.943281736336836,1586402508.7858212,4660.4580078125
112.24933380172757,37.80812279617127,1586402510.7926002,4736.4365234375
84.55986280270899,28.290817460059905,1586402512.7968342,4793.1787109375
131.76603756170306,44.15878098949927,1586402514.8014905,4881.6962890625
140.09051650929595,47.25546008277127,1586402516.8063483,4976.4228515625
126.94615922587424,42.1910153473516,1586402518.812554,5061.0107421875
103.88762393003947,34.435482226444826,1586402520.8201306,5130.0986328125
125.77661835992039,41.656062600963985,1586402522.8232095,5213.7294921875
107.42583783772201,35.412057378267825,1586402524.8313231,5284.6572265625
131.62232001533565,42.645036597242786,1586402526.8365352,5370.3154296875
127.47006316581684,41.50761347244061,1586402528.8501692,5453.5244140625
141.49537792651233,46.805535305511015,1586402530.8679514,5547.9267578125
144.5241809672387,47.467579479878225,1586402532.8747966,5643.5673828125
134.29671738653138,43.14718011935912,1586402534.885302,5730.1533203125
117.68106929358107,37.26062761955887,1586402536.8891246,5805.0537109375
116.64208659415229,37.48426680386161,1586402538.8947537,5880.1650390625
119.14258679082803,37.335286803877054,1586402540.9024282,5955.0654296875
134.57050431489918,42.74753855883769,1586402542.913151,6040.8935546875
122.8038957120983,39.12560882360196,1586402544.9197907,6119.5556640625
123.40822624570217,39.34110271987154,1586402546.924997,6198.4853515625
111.52041006820757,34.81293016174474,1586402548.934765,6268.2880859375
124.92939637489958,39.2092743203945,1586402550.9384325,6347.0966796875
132.23824841113708,41.32728541753774,1586402552.9493809,6429.9072265625
109.11340585255415,33.527969905644774,1586402554.9571884,6497.3876953125
129.92547951575176,39.73154416023633,1586402556.9663372,6577.0830078125
157.0419134323382,47.59661731056613,1586402558.9834323,6672.7255859375
121.52442008133981,36.42901106443078,1586402560.9955668,6746.2255859375
112.36140294057886,34.08978597784928,1586402562.9985914,6814.7861328125
125.66019568869694,37.502690546982265,1586402565.0030003,6889.9013671875
139.53030969840884,41.70893878112245,1586402567.0106947,6973.5048828125
119.47808251347708,35.81293386607665,1586402569.0144603,7045.4228515625
125.98220166848498,37.86514946254513,1586402571.0196319,7121.2783203125
123.82279369335015,35.93134974382609,1586402573.0255492,7193.3251953125
138.70554139601273,40.37176836083995,1586402575.029928,7274.3134765625
132.65599611726248,38.53137356598037,1586402577.0350094,7351.5400390625
138.89822331479462,40.51815072544759,1586402579.0379632,7432.7861328125
148.2000158110748,42.34509099464043,1586402581.0449426,7517.5830078125
113.1105117452016,32.38651151145206,1586402583.0507967,7582.5927734375
105.54189221940086,30.607460329402972,1586402585.056738,7643.9873046875
132.97202854553143,37.892415361681564,1586402587.0620487,7719.9970703125
136.33988229582937,38.64897517426217,1586402589.0667958,7797.4990234375
121.62778763728805,34.90472486257965,1586402591.07259,7867.4755859375
125.72074638640625,35.40398112530901,1586402593.0782628,7938.4873046875
124.6160977429961,34.97426817985516,1586402595.084234,8008.6337890625
137.36712750053258,38.74747699033212,1586402597.0942702,8086.5185546875
105.50976693178467,29.863459042347497,1586402599.1014702,8146.4306640625
149.31020017543742,41.46305312446839,1586402601.1085672,8229.6455078125
104.10593077495982,28.818735589995047,1586402603.1138086,8287.4892578125
120.60427018740633,33.34078310075403,1586402605.1278377,8354.3388671875
139.92366532268412,38.59876332477878,1586402607.1343534,8432.1630859375
117.73273399125826,32.43636074676592,1586402609.1387453,8497.1728515625
125.88677801806936,34.268049801020005,1586402611.1433008,8565.8623046875
102.3989769358601,28.002727029227074,1586402613.147136,8621.9951171875
112.97473571522242,30.708133499840418,1586402615.151937,8683.5185546875
124.86948205496405,34.28547867557549,1586402617.1565094,8752.2724609375
133.28291051104446,36.10592037641546,1586402619.1634479,8824.6416015625
163.57436844786037,44.144776153442656,1586402621.1690567,8913.2470703125
124.40821575145402,33.463746736478676,1586402623.178114,8980.3544921875
140.07945146273795,37.882012368172376,1586402625.1833453,9056.4619140625
136.6624439506805,36.12369939598539,1586402627.1888053,9128.8955078125
